transaction_id,date,time,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,payment_method,sales_assistant,discount_applied
TXN_20251028_182817_005,2025-10-28,18:28:17,CUST_1308,COMP_004,Microsoft Surface Pro 9,Computers,3,1099.99,2969.973,Digital,Alice Johnson,10
TXN_20251028_102752_006,2025-10-28,10:27:52,CUST_3119,SMART_003,Philips Hue Bulbs (4-pack),Smart_Home,2,89.99,179.98,Card,Alice Johnson,0
TXN_20251029_184926_000,2025-10-29,18:49:26,CUST_4844,ACC_003,Wireless Charger,Accessories,1,39.99,39.99,Card,Alice Johnson,0
TXN_20251029_134458_001,2025-10-29,13:44:58,CUST_9357,ACC_002,USB-C Hub,Accessories,3,49.99,149.97,Digital,David Wilson,0
TXN_20251029_095215_002,2025-10-29,09:52:15,CUST_2760,ACC_005,Screen Protector,Accessories,3,19.99,59.97,Card,Eva Davis,0
TXN_20251029_185201_003,2025-10-29,18:52:01,CUST_2337,ACC_003,Wireless Charger,Accessories,3,39.99,119.97,Digital,David Wilson,0
TXN_20251029_145811_004,2025-10-29,14:58:11,CUST_2609,GAME_003,Nintendo Switch OLED,Gaming,2,349.99,699.98,Card,David Wilson,0
TXN_20251029_092729_005,2025-10-29,09:27:29,CUST_2642,SMART_002,Google Nest Hub,Smart_Home,3,129.99,389.97,Cash,David Wilson,0
TXN_20251030_090820_000,2025-10-30,09:08:20,CUST_9260,ACC_004,Phone Case iPhone 15,Accessories,2,24.99,49.98,Digital,Alice Johnson,0
TXN_20251030_113157_001,2025-10-30,11:31:57,CUST_9672,ACC_004,Phone Case iPhone 15,Accessories,3,24.99,74.97,Card,Eva Davis,0
TXN_20251030_160630_002,2025-10-30,16:06:30,CUST_4488,ACC_004,Phone Case iPhone 15,Accessories,2,24.99,49.98,Card,Carol Brown,0
TXN_20251030_114134_003,2025-10-30,11:41:34,CUST_8792,ELEC_002,Samsung Galaxy S24,Electronics,2,1099.99,2199.98,Digital,David Wilson,0
TXN_20251030_144053_004,2025-10-30,14:40:53,CUST_8179,COMP_003,HP Spectre x360,Computers,3,1199.99,3599.9700000000003,Digital,David Wilson,0
TXN_20251030_120333_005,2025-10-30,12:03:33,CUST_7227,ACC_005,Screen Protector,Accessories,3,19.99,59.97,Digital,Bob Smith,0
TXN_20251030_120246_006,2025-10-30,12:02:46,CUST_8350,ACC_004,Phone Case iPhone 15,Accessories,2,24.99,49.98,Cash,Bob Smith,0
TXN_20251030_184247_007,2025-10-30,18:42:47,CUST_8876,COMP_002,Dell XPS 13,Computers,2,1299.99,2599.98,Cash,Carol Brown,0
TXN_20251030_140411_008,2025-10-30,14:04:11,CUST_8929,GAME_003,Nintendo Switch OLED,Gaming,2,349.99,699.98,Cash,Eva Davis,0
TXN_20251030_112859_009,2025-10-30,11:28:59,CUST_8023,COMP_003,HP Spectre x360,Computers,1,1199.99,1199.99,Digital,Eva Davis,0
TXN_20251030_140810_010,2025-10-30,14:08:10,CUST_7002,ELEC_001,iPhone 15 Pro,Electronics,2,1199.99,2279.981,Card,Alice Johnson,5
TXN_20251030_173157_011,2025-10-30,17:31:57,CUST_4105,ELEC_002,Samsung Galaxy S24,Electronics,1,1099.99,1099.99,Card,Bob Smith,0
TXN_20251031_125110_000,2025-10-31,12:51:10,CUST_6483,ELEC_004,AirPods Pro 2,Electronics,1,279.99,279.99,Digital,Alice Johnson,0
TXN_20251031_123346_001,2025-10-31,12:33:46,CUST_8315,SMART_002,Google Nest Hub,Smart_Home,1,129.99,129.99,Card,Bob Smith,0
TXN_20251031_094708_002,2025-10-31,09:47:08,CUST_6551,ACC_003,Wireless Charger,Accessories,3,39.99,107.973,Digital,Carol Brown,10
TXN_20251031_171517_003,2025-10-31,17:15:17,CUST_5204,ACC_005,Screen Protector,Accessories,2,19.99,39.98,Card,Bob Smith,0
TXN_20251031_112823_004,2025-10-31,11:28:23,CUST_2063,ACC_005,Screen Protector,Accessories,1,19.99,19.99,Digital,Eva Davis,0
TXN_20251031_175857_005,2025-10-31,17:58:57,CUST_8721,ACC_002,USB-C Hub,Accessories,1,49.99,49.99,Cash,Eva Davis,0
TXN_20251101_163354_000,2025-11-01,16:33:54,CUST_4317,SMART_002,Google Nest Hub,Smart_Home,3,129.99,389.97,Digital,Bob Smith,0
TXN_20251101_091517_001,2025-11-01,09:15:17,CUST_3852,SMART_002,Google Nest Hub,Smart_Home,3,129.99,389.97,Digital,Alice Johnson,0
TXN_20251101_124503_002,2025-11-01,12:45:03,CUST_7567,ACC_005,Screen Protector,Accessories,2,19.99,39.98,Cash,Eva Davis,0
TXN_20251101_131208_003,2025-11-01,13:12:08,CUST_2701,ACC_004,Phone Case iPhone 15,Accessories,2,24.99,47.480999999999995,Digital,Alice Johnson,5
TXN_20251101_185838_004,2025-11-01,18:58:38,CUST_8162,ACC_001,Magic Mouse,Accessories,2,99.99,199.98,Digital,Alice Johnson,0
TXN_20251101_120814_005,2025-11-01,12:08:14,CUST_9208,ACC_004,Phone Case iPhone 15,Accessories,2,24.99,44.982,Digital,Alice Johnson,10
TXN_20251101_093724_006,2025-11-01,09:37:24,CUST_2836,ACC_004,Phone Case iPhone 15,Accessories,2,24.99,49.98,Cash,Eva Davis,0
TXN_20251101_104615_007,2025-11-01,10:46:15,CUST_4959,ACC_003,Wireless Charger,Accessories,2,39.99,79.98,Cash,David Wilson,0
TXN_20251101_133600_008,2025-11-01,13:36:00,CUST_2365,SMART_001,Echo Dot (5th Gen),Smart_Home,3,59.99,179.97,Cash,Alice Johnson,0
TXN_20251101_172014_009,2025-11-01,17:20:14,CUST_6817,ELEC_002,Samsung Galaxy S24,Electronics,1,1099.99,1099.99,Cash,Carol Brown,0
TXN_20251101_134129_010,2025-11-01,13:41:29,CUST_6668,ACC_005,Screen Protector,Accessories,1,19.99,19.99,Card,Eva Davis,0
TXN_20251101_140702_011,2025-11-01,14:07:02,CUST_4768,ELEC_003,iPad Air,Electronics,2,799.99,1519.981,Cash,Carol Brown,5
TXN_20251101_143459_012,2025-11-01,14:34:59,CUST_6392,COMP_003,HP Spectre x360,Computers,1,1199.99,1199.99,Cash,Bob Smith,0
TXN_20251101_154745_013,2025-11-01,15:47:45,CUST_9745,SMART_001,Echo Dot (5th Gen),Smart_Home,2,59.99,119.98,Digital,Alice Johnson,0
TXN_20251101_132604_014,2025-11-01,13:26:04,CUST_5850,ACC_005,Screen Protector,Accessories,1,19.99,19.99,Card,Bob Smith,0
TXN_20251101_185740_015,2025-11-01,18:57:40,CUST_5476,SMART_001,Echo Dot (5th Gen),Smart_Home,1,59.99,56.990500000000004,Cash,Alice Johnson,5
TXN_20251101_120445_016,2025-11-01,12:04:45,CUST_5773,COMP_002,Dell XPS 13,Computers,2,1299.99,2599.98,Digital,David Wilson,0
TXN_20251101_145412_017,2025-11-01,14:54:12,CUST_2775,ACC_002,USB-C Hub,Accessories,1,49.99,47.490500000000004,Cash,Bob Smith,5
TXN_20251101_122725_018,2025-11-01,12:27:25,CUST_9802,ACC_003,Wireless Charger,Accessories,2,39.99,79.98,Digital,Carol Brown,0
TXN_20251101_133239_019,2025-11-01,13:32:39,CUST_8336,ACC_003,Wireless Charger,Accessories,2,39.99,79.98,Digital,Bob Smith,0
TXN_20251101_110921_020,2025-11-01,11:09:21,CUST_6346,ACC_004,Phone Case iPhone 15,Accessories,2,24.99,49.98,Cash,David Wilson,0
TXN_20251101_162058_021,2025-11-01,16:20:58,CUST_4941,ACC_001,Magic Mouse,Accessories,2,99.99,199.98,Cash,David Wilson,0
TXN_20251101_172126_022,2025-11-01,17:21:26,CUST_1801,SMART_002,Google Nest Hub,Smart_Home,2,129.99,259.98,Card,Carol Brown,0
TXN_20251101_135728_023,2025-11-01,13:57:28,CUST_3584,ELEC_001,iPhone 15 Pro,Electronics,2,1199.99,2279.981,Card,Eva Davis,5
TXN_20251101_143139_024,2025-11-01,14:31:39,CUST_4442,ELEC_001,iPhone 15 Pro,Electronics,1,1199.99,1199.99,Digital,Bob Smith,0
TXN_20251101_111339_025,2025-11-01,11:13:39,CUST_6524,ELEC_004,AirPods Pro 2,Electronics,3,279.99,839.97,Card,Carol Brown,0
TXN_20251101_120145_026,2025-11-01,12:01:45,CUST_2061,SMART_003,Philips Hue Bulbs (4-pack),Smart_Home,3,89.99,269.96999999999997,Card,Eva Davis,0
TXN_20251102_141609_000,2025-11-02,14:16:09,CUST_4359,COMP_002,Dell XPS 13,Computers,3,1299.99,3899.9700000000003,Card,Bob Smith,0
TXN_20251102_131838_001,2025-11-02,13:18:38,CUST_8399,ACC_005,Screen Protector,Accessories,3,19.99,59.97,Cash,David Wilson,0
TXN_20251102_111144_002,2025-11-02,11:11:44,CUST_9308,ACC_001,Magic Mouse,Accessories,1,99.99,89.991,Card,Bob Smith,10
TXN_20251102_094114_003,2025-11-02,09:41:14,CUST_8164,ACC_001,Magic Mouse,Accessories,1,99.99,99.99,Card,Eva Davis,0
TXN_20251102_115823_004,2025-11-02,11:58:23,CUST_7191,ACC_001,Magic Mouse,Accessories,2,99.99,199.98,Cash,Eva Davis,0
TXN_20251102_175934_005,2025-11-02,17:59:34,CUST_7724,SMART_001,Echo Dot (5th Gen),Smart_Home,1,59.99,59.99,Card,David Wilson,0
TXN_20251102_132447_006,2025-11-02,13:24:47,CUST_3492,ACC_004,Phone Case iPhone 15,Accessories,2,24.99,49.98,Digital,Bob Smith,0
TXN_20251102_183420_007,2025-11-02,18:34:20,CUST_7192,ACC_003,Wireless Charger,Accessories,2,39.99,71.982,Digital,Bob Smith,10
TXN_20251102_145644_008,2025-11-02,14:56:44,CUST_9447,COMP_001,MacBook Air M3,Computers,3,1399.99,4199.97,Cash,Eva Davis,0
TXN_20251102_104633_009,2025-11-02,10:46:33,CUST_5983,SMART_001,Echo Dot (5th Gen),Smart_Home,1,59.99,59.99,Card,David Wilson,0
TXN_20251102_183158_010,2025-11-02,18:31:58,CUST_1942,ELEC_004,AirPods Pro 2,Electronics,2,279.99,559.98,Digital,Eva Davis,0
TXN_20251102_173156_011,2025-11-02,17:31:56,CUST_8229,ELEC_004,AirPods Pro 2,Electronics,1,279.99,251.991,Card,Carol Brown,10
TXN_20251102_155603_012,2025-11-02,15:56:03,CUST_2438,ACC_005,Screen Protector,Accessories,2,19.99,39.98,Card,Eva Davis,0
TXN_20251102_171315_013,2025-11-02,17:13:15,CUST_2032,ACC_005,Screen Protector,Accessories,2,19.99,33.983,Cash,Eva Davis,15
TXN_20251102_115757_014,2025-11-02,11:57:57,CUST_3501,ACC_005,Screen Protector,Accessories,1,19.99,19.99,Digital,Carol Brown,0
TXN_20251103_115356_000,2025-11-03,11:53:56,CUST_2179,GAME_002,Xbox Series X,Gaming,2,499.99,999.98,Digital,Bob Smith,0
TXN_20251103_130931_001,2025-11-03,13:09:31,CUST_2393,ACC_002,USB-C Hub,Accessories,2,49.99,99.98,Cash,David Wilson,0
TXN_20251103_163623_002,2025-11-03,16:36:23,CUST_5971,ELEC_003,iPad Air,Electronics,2,799.99,1599.98,Digital,Alice Johnson,0
TXN_20251103_133428_003,2025-11-03,13:34:28,CUST_5153,ACC_003,Wireless Charger,Accessories,1,39.99,39.99,Card,Alice Johnson,0
TXN_20251103_164358_004,2025-11-03,16:43:58,CUST_2663,ACC_003,Wireless Charger,Accessories,2,39.99,79.98,Card,Carol Brown,0
TXN_20251103_133730_005,2025-11-03,13:37:30,CUST_6019,ACC_003,Wireless Charger,Accessories,1,39.99,39.99,Digital,Carol Brown,0
TXN_20251103_121623_006,2025-11-03,12:16:23,CUST_5580,ACC_001,Magic Mouse,Accessories,1,99.99,99.99,Cash,Bob Smith,0
TXN_20251104_101551_000,2025-11-04,10:15:51,CUST_7396,ACC_005,Screen Protector,Accessories,2,19.99,37.980999999999995,Card,Carol Brown,5
TXN_20251104_114054_001,2025-11-04,11:40:54,CUST_3642,ACC_005,Screen Protector,Accessories,2,19.99,39.98,Cash,Alice Johnson,0
TXN_20251104_095824_002,2025-11-04,09:58:24,CUST_9283,COMP_001,MacBook Air M3,Computers,3,1399.99,4199.97,Cash,Alice Johnson,0
TXN_20251104_102827_003,2025-11-04,10:28:27,CUST_7827,ACC_004,Phone Case iPhone 15,Accessories,3,24.99,71.22149999999999,Digital,Bob Smith,5
TXN_20251104_131330_004,2025-11-04,13:13:30,CUST_7410,ACC_001,Magic Mouse,Accessories,3,99.99,299.96999999999997,Cash,Carol Brown,0
TXN_20251104_113350_005,2025-11-04,11:33:50,CUST_9026,ACC_005,Screen Protector,Accessories,1,19.99,17.991,Card,Bob Smith,10
TXN_20251104_110003_006,2025-11-04,11:00:03,CUST_1002,SMART_001,Echo Dot (5th Gen),Smart_Home,1,59.99,59.99,Digital,Alice Johnson,0
TXN_20251105_125702_000,2025-11-05,12:57:02,CUST_9881,ACC_003,Wireless Charger,Accessories,2,39.99,79.98,Cash,Carol Brown,0
TXN_20251105_163025_001,2025-11-05,16:30:25,CUST_3261,ACC_001,Magic Mouse,Accessories,3,99.99,299.96999999999997,Card,Eva Davis,0
TXN_20251105_125318_002,2025-11-05,12:53:18,CUST_1081,ACC_004,Phone Case iPhone 15,Accessories,2,24.99,49.98,Digital,David Wilson,0
TXN_20251106_095648_000,2025-11-06,09:56:48,CUST_5270,COMP_004,Microsoft Surface Pro 9,Computers,2,1099.99,2199.98,Cash,Alice Johnson,0
TXN_20251106_103354_001,2025-11-06,10:33:54,CUST_1488,ACC_005,Screen Protector,Accessories,2,19.99,37.980999999999995,Card,David Wilson,5
TXN_20251106_100557_002,2025-11-06,10:05:57,CUST_5859,SMART_001,Echo Dot (5th Gen),Smart_Home,3,59.99,179.97,Digital,David Wilson,0
TXN_20251106_142415_003,2025-11-06,14:24:15,CUST_2902,ELEC_002,Samsung Galaxy S24,Electronics,2,1099.99,2199.98,Digital,David Wilson,0
TXN_20251106_091332_004,2025-11-06,09:13:32,CUST_6571,GAME_003,Nintendo Switch OLED,Gaming,2,349.99,699.98,Cash,Eva Davis,0
TXN_20251106_145454_005,2025-11-06,14:54:54,CUST_4882,ELEC_004,AirPods Pro 2,Electronics,2,279.99,559.98,Card,Alice Johnson,0
TXN_20251106_115605_006,2025-11-06,11:56:05,CUST_7453,ELEC_004,AirPods Pro 2,Electronics,2,279.99,559.98,Card,Eva Davis,0
TXN_20251106_121214_007,2025-11-06,12:12:14,CUST_7777,SMART_003,Philips Hue Bulbs (4-pack),Smart_Home,1,89.99,89.99,Cash,David Wilson,0
TXN_20251106_153823_008,2025-11-06,15:38:23,CUST_7446,ACC_001,Magic Mouse,Accessories,2,99.99,189.981,Card,David Wilson,5
TXN_20251106_135347_009,2025-11-06,13:53:47,CUST_1207,ACC_004,Phone Case iPhone 15,Accessories,2,24.99,42.483,Card,David Wilson,15
TXN_20251106_183402_010,2025-11-06,18:34:02,CUST_9189,COMP_002,Dell XPS 13,Computers,2,1299.99,2599.98,Card,Eva Davis,0
TXN_20251107_095205_000,2025-11-07,09:52:05,CUST_5578,ELEC_003,iPad Air,Electronics,3,799.99,2039.9745000000003,Card,Alice Johnson,15
TXN_20251107_101822_001,2025-11-07,10:18:22,CUST_9070,ACC_005,Screen Protector,Accessories,1,19.99,17.991,Cash,David Wilson,10
TXN_20251107_180755_002,2025-11-07,18:07:55,CUST_1727,ACC_002,USB-C Hub,Accessories,3,49.99,149.97,Cash,Carol Brown,0
TXN_20251107_103116_003,2025-11-07,10:31:16,CUST_4608,SMART_002,Google Nest Hub,Smart_Home,3,129.99,389.97,Card,David Wilson,0
TXN_20251107_163347_004,2025-11-07,16:33:47,CUST_3915,ELEC_005,Sony WH-1000XM5,Electronics,1,399.99,379.9905,Digital,David Wilson,5
TXN_20251107_183432_005,2025-11-07,18:34:32,CUST_2578,SMART_002,Google Nest Hub,Smart_Home,3,129.99,350.973,Digital,Bob Smith,10
TXN_20251107_114837_006,2025-11-07,11:48:37,CUST_2019,ELEC_004,AirPods Pro 2,Electronics,3,279.99,839.97,Card,Eva Davis,0
TXN_20251107_104253_007,2025-11-07,10:42:53,CUST_6117,ELEC_005,Sony WH-1000XM5,Electronics,3,399.99,1079.973,Digital,Eva Davis,10
TXN_20251107_103105_008,2025-11-07,10:31:05,CUST_8478,ACC_001,Magic Mouse,Accessories,1,99.99,99.99,Card,Carol Brown,0
TXN_20251107_122216_009,2025-11-07,12:22:16,CUST_2724,ELEC_003,iPad Air,Electronics,1,799.99,799.99,Digital,Alice Johnson,0
TXN_20251107_164222_010,2025-11-07,16:42:22,CUST_7434,ACC_004,Phone Case iPhone 15,Accessories,1,24.99,24.99,Digital,Carol Brown,0
TXN_20251107_135519_011,2025-11-07,13:55:19,CUST_4977,ACC_005,Screen Protector,Accessories,2,19.99,39.98,Digital,David Wilson,0
TXN_20251107_181456_012,2025-11-07,18:14:56,CUST_8073,ACC_005,Screen Protector,Accessories,2,19.99,39.98,Digital,Eva Davis,0
